trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.8310273589761736}",30,8,-65.46074008332884,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.8301963316171974}",20,9,-117.90588340570288,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 3}",1
187,False,"{'a': 0.5, 'e': 0.8293661352855802}",25,5,-110.2294857351829,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",1
188,False,"{'a': 0.5, 'e': 0.8285367691502946}",20,0,-7.757536029849706,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.8277082323811443}",30,0,-127.9788148361474,"{0: 18, 1: 6, 2: 2, 3: 3, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.8268805241487632}",25,0,-102.84887196641132,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.8260536436246144}",20,0,-124.32661854336834,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.8252275899809898}",20,0,-107.06600602361729,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.8244023623910088}",20,0,-33.781802222661774,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.8235779600286178}",20,0,-19.27222985037564,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.8227543820685892}",30,0,-76.49496890005156,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.8219316276865206}",25,15,-24.594647815826225,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.8211096960588341}",20,0,-25.84726668796057,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.8202885863627752}",25,0,-81.31040019004625,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.8194682977764125}",20,11,-39.39539670517317,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.818648829478636}",25,0,-26.60999889787976,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.8178301806491574}",25,0,-54.01509082387837,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.8170123504685082}",20,0,-59.06016756639352,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.8161953381180397}",25,0,-6.746995173169434,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.8153791427799216}",25,12,-104.48009785653794,"{0: 5, 1: 2, 2: 4, 3: 1, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.8145637636371417}",20,0,-85.42177890657675,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.8137491998735046}",25,13,-51.03625086503364,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.812935450673631}",20,0,-105.32465890458987,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
208,False,"{'a': 0.5, 'e': 0.8121225152229574}",25,0,-156.82588481701828,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.8113103927077344}",20,0,-163.00976376863798,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.8104990823150267}",20,1,-100.89133059047406,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
211,False,"{'a': 0.5, 'e': 0.8096885832327116}",25,1,-159.1311683424741,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 3}",1
212,False,"{'a': 0.5, 'e': 0.8088788946494789}",20,4,-45.93417748723614,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.8080700157548294}",20,0,-87.24668431816119,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.8072619457390746}",35,14,-26.94918701044498,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.8064546837933355}",30,0,-150.9744065098496,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
216,False,"{'a': 0.5, 'e': 0.8056482291095421}",30,11,-18.335306004325233,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.8048425808804326}",25,0,-73.03608871573279,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.8040377382995522}",20,0,-94.20453859091927,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.8032337005612527}",20,11,-67.10061314619263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
220,False,"{'a': 0.5, 'e': 0.8024304668606914}",25,0,-131.56873941441074,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.8016280363938307}",20,0,-162.0028012624741,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
222,False,"{'a': 0.5, 'e': 0.8008264083574369}",30,0,-194.75593257372836,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
223,False,"{'a': 0.5, 'e': 0.8000255819490795}",20,0,-105.40548591276554,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.7992255563671304}",30,4,-117.22951348301568,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.7984263308107633}",30,0,-28.028947606299642,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.7976279044799526}",20,0,-39.355144084501795,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.7968302765754727}",20,0,-104.79190511308587,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.7960334462988972}",20,0,-37.72200655809149,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.7952374128525983}",25,0,-58.334353651720534,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.7944421754397457}",30,0,-49.72659307369153,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.7936477332643059}",25,0,-210.16722826498406,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
232,False,"{'a': 0.5, 'e': 0.7928540855310416}",20,0,-82.49184888386337,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.7920612314455105}",25,0,-156.03978507096699,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
234,False,"{'a': 0.5, 'e': 0.7912691702140651}",20,11,-29.76221505371518,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.790477901043851}",20,0,-89.24277897172604,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.7896874231428072}",25,1,-145.55253500194243,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 3}",1
237,False,"{'a': 0.5, 'e': 0.7888977357196644}",30,0,-178.74232583798914,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
238,False,"{'a': 0.5, 'e': 0.7881088379839447}",25,0,-159.13046248279005,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.7873207291459607}",20,0,-57.72090472839991,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.7865334084168147}",30,0,-11.763746082304777,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.7857468750083979}",20,0,-148.17243130702272,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
242,False,"{'a': 0.5, 'e': 0.7849611281333895}",20,0,-56.99741803133586,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.784176167005256}",25,1,-97.91516246419094,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.7833919908382508}",20,0,-89.82441058127547,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.7826085988474126}",35,0,-133.10511453611713,"{0: 26, 1: 4, 2: 2, 3: 0, 4: 3}",0
246,False,"{'a': 0.5, 'e': 0.7818259902485653}",20,11,-0.35385072874596,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.7810441642583167}",25,2,-106.98721912454201,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 2}",1
248,False,"{'a': 0.5, 'e': 0.7802631200940584}",25,0,-159.0780061425377,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
249,False,"{'a': 0.5, 'e': 0.7794828569739644}",25,0,-161.06166670654898,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.7787033741169904}",30,0,-92.19100503769029,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.7779246707428734}",35,15,-163.14610848622405,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",1
252,False,"{'a': 0.5, 'e': 0.7771467460721305}",25,0,-154.32777394235447,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
253,False,"{'a': 0.5, 'e': 0.7763695993260584}",25,8,-0.367044404524683,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.7755932297267324}",30,12,-57.438797886093106,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.7748176364970056}",20,2,-71.52663572875065,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.7740428188605086}",20,5,-17.30826928576321,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.7732687760416481}",20,0,-97.76803414299961,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.7724955072656065}",25,15,-73.0931972920953,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
259,False,"{'a': 0.5, 'e': 0.7717230117583408}",30,0,-128.14297617334194,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.7709512887465825}",20,0,-115.57131085249759,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.7701803374578359}",25,3,-183.81794314521179,"{0: 9, 1: 7, 2: 2, 3: 1, 4: 3}",1
262,False,"{'a': 0.5, 'e': 0.7694101571203781}",25,13,-57.39718893936326,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.7686407469632577}",20,0,-53.90308051623613,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.7678721062162944}",25,13,-21.382020144070538,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.7671042341100781}",20,4,-30.042272917270427,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.766337129875968}",20,6,-114.46276653402704,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
267,False,"{'a': 0.5, 'e': 0.7655707927460921}",35,0,-166.6845121929441,"{0: 24, 1: 3, 2: 4, 3: 1, 4: 3}",0
268,False,"{'a': 0.5, 'e': 0.764805221953346}",20,10,-13.44069857034691,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.7640404167313927}",25,0,-111.13447151309677,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.7632763763146613}",35,6,-39.50905622552878,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.7625130999383466}",25,19,11.836777005252673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.7617505868384082}",25,0,-133.292872250225,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.7609888362515699}",30,2,-87.78869561619035,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.7602278474153183}",30,0,-46.99773467100562,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.759467619567903}",20,0,-154.1271520479885,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
276,False,"{'a': 0.5, 'e': 0.7587081519483351}",20,7,-55.53793175381988,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.7579494437963867}",20,11,-5.089835197151036,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.7571914943525904}",25,12,17.371192943070632,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.7564343028582378}",35,2,-71.96223273615999,"{0: 25, 1: 2, 2: 2, 3: 4, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.7556778685553796}",20,0,11.187260626195958,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.7549221906868242}",20,0,-64.73142149401819,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.7541672684961374}",30,0,-118.83587612148153,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.7534131012276413}",25,0,-73.68630287094449,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.7526596881264136}",25,0,-154.78794174446355,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.7519070284382872}",20,0,-5.9556201764141345,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.7511551214098489}",30,0,-83.34384455634076,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.750403966288439}",30,0,-59.386304084057855,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.7496535623221505}",20,0,-45.154236408129314,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.7489039087598284}",20,0,-182.17033243961438,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 4}",0
290,False,"{'a': 0.5, 'e': 0.7481550048510686}",25,14,-36.79984122341498,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.7474068498462175}",30,16,-7.581635934863645,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.7466594429963713}",25,0,-72.32018471921319,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.745912783553375}",25,0,-54.52175073114437,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.7451668707698216}",20,0,-45.072870071159755,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.7444217038990517}",20,0,-46.92851437114741,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.7436772821951526}",25,0,-108.476206090857,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.7429336049129575}",25,0,-68.61063426762801,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
298,False,"{'a': 0.5, 'e': 0.7421906713080445}",25,0,-54.64340600594231,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.7414484806367364}",20,0,-83.90432211652158,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.7407070321560997}",25,15,-46.19398105904477,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.7399663251239436}",30,1,-92.57099394236667,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.7392263587988196}",20,0,-65.90819625462846,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.7384871324400207}",30,11,-56.818586176564416,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.7377486453075807}",20,2,-39.56546286133359,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.737010896662273}",20,0,-56.11295171456616,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.7362738857656108}",30,7,-103.51225846732915,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.7355376118798452}",20,0,-80.03347045237388,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.7348020742679654}",20,0,-118.03812784592974,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.7340672721936974}",25,0,-70.5657498526165,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.7333332049215037}",25,12,-4.775963180742637,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.7325998717165821}",25,0,-113.3217793397458,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
312,False,"{'a': 0.5, 'e': 0.7318672718448656}",20,15,-2.4361290575089236,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.7311354045730207}",20,0,-90.11132053840299,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.7304042691684477}",35,24,5.325879720965776,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.7296738648992792}",25,0,-79.10612489472099,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.7289441910343799}",20,0,-39.837510327650065,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.7282152468433455}",25,0,-111.46252427771911,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.7274870315965022}",25,9,-42.42029700240636,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.7267595445649057}",20,0,-45.80380651098051,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.7260327850203407}",20,0,-62.38965798392729,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.7253067522353204}",30,3,-108.72838124033302,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.724581445483085}",30,1,-204.2456481457643,"{0: 17, 1: 2, 2: 4, 3: 3, 4: 3}",1
323,False,"{'a': 0.5, 'e': 0.723856864037602}",25,0,-167.06194852230803,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.7231330071735643}",25,7,-48.58081670086553,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.7224098741663908}",25,0,-60.554050164081715,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.7216874642922244}",20,0,-11.089070824520741,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.7209657768279322}",25,0,-128.43165636314413,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.7202448110511043}",20,0,-107.31199839046457,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.7195245662400531}",25,0,-44.62638218031642,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.7188050416738131}",25,0,-97.11190902377965,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.7180862366321393}",20,11,-3.511058711952752,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.7173681503955072}",20,8,-40.630279205103555,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.7166507822451117}",25,17,-17.465850602225668,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.7159341314628666}",35,9,-71.17341875205678,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.7152181973314037}",20,0,-128.66958616175123,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
336,False,"{'a': 0.5, 'e': 0.7145029791340722}",25,5,-66.9769110822393,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.7137884761549381}",20,11,-58.8622933269895,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.7130746876787832}",25,14,-12.32198126100147,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.7123616129911045}",30,0,-22.608722838328593,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.7116492513781133}",25,0,-177.26379173190287,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",1
341,False,"{'a': 0.5, 'e': 0.7109376021267352}",30,5,-152.20298542902893,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",1
342,False,"{'a': 0.5, 'e': 0.7102266645246085}",25,0,-83.47981649600756,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
343,False,"{'a': 0.5, 'e': 0.7095164378600839}",25,0,-37.02802778862911,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.7088069214222238}",30,0,20.12095329984311,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.7080981145008015}",25,7,-38.97445298092989,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.7073900163863007}",20,0,-71.07472736017138,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.7066826263699144}",30,0,3.1748774873112295,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.7059759437435444}",30,0,-111.49963347568777,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.7052699677998009}",20,0,-62.54080150972406,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.704564697832001}",25,8,5.169152188259235,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.7038601331341691}",20,0,-107.45440926951166,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.7031562730010349}",20,0,-90.9231631151523,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.7024531167280339}",25,0,-32.881154047323584,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.7017506636113059}",25,7,-39.190706197209174,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.7010489129476946}",20,14,11.759920107327781,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.7003478640347469}",20,0,-71.10921754743087,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.6996475161707122}",20,2,-128.24579542146756,"{0: 7, 1: 1, 2: 9, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.6989478686545415}",25,3,-86.97107763886014,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.698248920785887}",25,3,-82.69202422794832,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.6975506718651011}",35,19,-36.42293608758043,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.6968531211932361}",20,0,-10.558810498971496,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.6961562680720428}",20,0,-52.271930056150964,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.6954601118039707}",20,0,-31.699581666737604,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.6947646516921667}",20,1,-100.10403357959007,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
365,False,"{'a': 0.5, 'e': 0.6940698870404746}",25,0,-47.12716529487831,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.6933758171534341}",30,13,-111.3659145417278,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 2}",1
367,False,"{'a': 0.5, 'e': 0.6926824413362807}",20,10,-32.64044201438257,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.6919897588949444}",20,0,-118.30441654152527,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
